,LOC_GUID,ADDR_GUID,APT_NO_LABEL,CIVIC_NO,CIVIC_NO_SUFFIX,OFFICIAL_STREET_NAME,OFFICIAL_STREET_TYPE,OFFICIAL_STREET_DIR,PROV_CODE,CSD_ENG_NAME,CSD_FRE_NAME,CSD_TYPE_ENG_CODE,CSD_TYPE_FRE_CODE,MAIL_STREET_NAME,MAIL_STREET_TYPE,MAIL_STREET_DIR,MAIL_MUN_NAME,MAIL_PROV_ABVN,MAIL_POSTAL_CODE,BG_DLS_LSD,BG_DLS_QTR,BG_DLS_SCTN,BG_DLS_TWNSHP,BG_DLS_RNG,BG_DLS_MRD,BG_X,BG_Y,BU_N_CIVIC_ADD,BU_USE
0,bc80d1b0-6e0c-40f6-b376-8ed880a8bf47,64a8915a-0fdc-4a8a-8fdd-f49c8fa9e4de,,4,,Linderwood,DR,,35,Brampton,Brampton,CY,CY,LINDERWOOD,DR,,BRAMPTON,ON,L7A1R7,,,,,,,7189213.179,925671.49873,,2
1,340dac2b-bf46-4110-a483-6c1bd07bd98d,2f6b83c5-c438-4ade-b0f3-3de4f621ca94,101,95,,Wilson,ST,W,35,Hamilton,Hamilton,C,C,WILSON,ST,W,ANCASTER,ON,L9G1N1,,,,,,,7184768.4227,870174.8659,,1
2,5089f546-0479-46db-9e03-eac26c4e5018,4b5a899b-5d77-4819-9201-065d3dcecc68,,4190,,Kingston,RD,,35,Toronto,Toronto,C,C,KINGSTON,RD,,SCARBOROUGH,ON,M1E4W1,,,,,,,7237411.4196,943562.75987,,3
3,077944aa-fe5a-4795-a88a-58efa3ea5dd0,d5b50584-0eb6-4a39-bd90-787c7e80a5db,84,60,,Chisholm,ST,,35,Orangeville,Orangeville,T,T,CHISHOLM,ST,,ORANGEVILLE,ON,L9W4P9,,,,,,,7162308.9004,946911.49966,,1
4,30c05fb7-043b-46ab-938b-c3d38aa846bd,27744d0a-e28b-4529-bc3b-316ae2590acf,,32,,Leinster,AVE,S,35,Hamilton,Hamilton,C,C,LEINSTER,AVE,S,HAMILTON,ON,L8M3A1,,,,,,,7197128.8727,876324.14157,,1
5,fd5e6e08-ac0d-47ab-9d8d-09dbe806c550,1b074c98-e3a0-4ea3-ba0f-b43ffa64fa50,,208,,Wellington,ST,W,35,Merrickville-Wolford,Merrickville-Wolford,VL,VL,,,,MERRICKVILLE,ON,K0G1N0,,,,,,,,,PO BOX 525,1
6,41670f86-9377-4f6e-a4b5-d4b90ed9b1cf,e2871918-7d37-434d-a090-c49662583894,,1714,,Meadowview,CRES,,35,Ottawa,Ottawa,CV,CV,MEADOWVIEW,CRES,,ORLÉANS,ON,K1C1V1,,,,,,,7481911.2605,1198882.8721,,1
7,73d875c0-2d8c-4371-b3ab-70ac7b0e16ae,e574b281-cd11-44e9-a2ee-aebecb52841d,,32,,Church,ST,,35,Wilmot,Wilmot,TP,TP,CHURCH,ST,,NEW HAMBURG,ON,N3A1H9,,,,,,,7122813.5712,877362.51446,,2
8,fcf91617-bc42-481f-8abe-429a0d35b42a,cc32e3c3-838d-4ba3-b152-70a404a91ba3,,35,,William,AVE,,35,Greater Sudbury / Grand Sudbury,Greater Sudbury / Grand Sudbury,CV,CV,WILLIAM,AVE,,CONISTON,ON,P0M1M0,,,,,,,,,,1
9,a19fe307-04cd-45a3-913a-7e85f376ffcb,63b8d65a-eaa0-4a2a-ac7f-44e005cdb252,,222480,,Derby-Keppel,TLINE,,35,Georgian Bluffs,Georgian Bluffs,TP,TP,DERBY-KEPPEL,TLINE,,OWEN SOUND,ON,N4K5N7,,,,,,,7074673.5514,1006059.7222,,1
10,150a637f-5555-4151-a930-a1d86c5ed042,3d4e737c-89f9-4a73-be90-afaf1930fa7c,,1865,,Barsuda,DR,,35,Mississauga,Mississauga,CY,CY,BARSUDA,DR,,MISSISSAUGA,ON,L5J1V3,,,,,,,7207354.4897,909985.44057,,1
11,d8010e55-871d-4884-a813-397c10d59444,422602fd-1fcf-4181-a004-fde4dd689406,206,791,,Queen,ST,E,35,Toronto,Toronto,C,C,QUEEN,ST,E,TORONTO,ON,M4M1H6,,,,,,,7227644.5931,929948.31073,,1
