,LOC_GUID,ADDR_GUID,APT_NO_LABEL,CIVIC_NO,CIVIC_NO_SUFFIX,OFFICIAL_STREET_NAME,OFFICIAL_STREET_TYPE,OFFICIAL_STREET_DIR,PROV_CODE,CSD_ENG_NAME,CSD_FRE_NAME,CSD_TYPE_ENG_CODE,CSD_TYPE_FRE_CODE,MAIL_STREET_NAME,MAIL_STREET_TYPE,MAIL_STREET_DIR,MAIL_MUN_NAME,MAIL_PROV_ABVN,MAIL_POSTAL_CODE,BG_DLS_LSD,BG_DLS_QTR,BG_DLS_SCTN,BG_DLS_TWNSHP,BG_DLS_RNG,BG_DLS_MRD,BG_X,BG_Y,BU_N_CIVIC_ADD,BU_USE
0,4379c8bf-3cf3-4d78-922a-26b85829a47d,c1611ff9-d3a4-43ad-ada7-898c7b8eb848,,303,,Nacka,ST,,47,Elfros,Elfros,VL,VL,,,,ELFROS,SK,S0A0V0,,,,,,,5384173.2674,1809562.9938,PO BOX 28,1
1,90c58611-c06c-40c7-b237-b45b62138ae8,394eed0e-265c-4985-9673-e2194084b1ec,,5,,Ohoo,RD,,47,Denare Beach,Denare Beach,NV,NV,,,,DENARE BEACH,SK,S0P0B0,,,,,,,,,,1
2,af774413-c1cc-47f3-ac0f-2616b15522c0,691a0bc7-40eb-418d-9ff3-76995093e304,,49,,Castle,PL,,47,Regina,Regina,CY,CY,CASTLE,PL,,REGINA,SK,S4S4V9,,NE,6.0,17.0,19.0,W2,5305813.0166,1675155.4754,,1
3,c302a460-7ab0-44ae-8787-0914ee338a71,79d13202-4767-4990-9160-c2545c7eaed6,,705,,Doghide,DR,,47,Tisdale,Tisdale,T,T,,,,TISDALE,SK,S0E1T0,,,,,,,,,PO BOX 1286,1
4,79725ec7-9148-4fc1-9603-21f61844c1f7,9f291283-741c-41a6-8694-07db771396af,704,4045,,Rae,ST,,47,Regina,Regina,CY,CY,RAE,ST,,REGINA,SK,S4S6Y8,,SE,12.0,17.0,20.0,W2,5304248.1526,1676016.5049,,1
5,5bd59349-4271-4bff-b83a-ff29193a1566,7ed2a813-2422-4dda-a791-8b88146d53e6,,3058,,Erickson,CRES,,47,Prince Albert,Prince Albert,CY,CY,ERICKSON,CRES,,PRINCE ALBERT,SK,S6V6T1,,NE,11.0,48.0,26.0,W2,5294515.0579,1989924.0336,,2
6,6f58fc51-35a0-4f7c-9193-0240d5b5827e,a56ed92d-ff44-4dfa-b451-383a70bbb0e4,,967,,Simcoe,ST,,47,Moose Jaw,Moose Jaw,CY,CY,SIMCOE,ST,,MOOSE JAW,SK,S6H3J1,,NE,6.0,17.0,26.0,W2,5239002.1609,1688794.7912,,2
7,3e59a167-fe0f-4274-865d-dcee59957988,20a3ba48-d6b7-4ee9-bec4-89d5d7559a1a,,321,,Hamilton,ST,,47,Davidson,Davidson,T,T,,,,DAVIDSON,SK,S0G1A0,,,,,,,,,PO BOX 11,1
8,86a22783-e9ac-4a52-b7aa-f0038d04150a,d78f56e3-c1b7-4968-9e1b-af1b0e13d711,,492,,Tom Hart,DR,,47,Weyburn,Weyburn,CY,CY,TOM HART,DR,,WEYBURN,SK,S4H2X9,,NW,22.0,8.0,14.0,W2,5343543.0005,1583664.1116,,2
9,42fd02b2-f9e6-4b67-9757-8fa551f7a95e,4afc4446-4282-4ab0-aee0-8c1b2cf3c575,,1234,,Scarth,ST,,47,Regina,Regina,CY,CY,SCARTH,ST,,REGINA,SK,S4R2E5,,SW,30.0,17.0,19.0,W2,5305895.9789,1680705.1659,,2
