,LOC_GUID,ADDR_GUID,APT_NO_LABEL,CIVIC_NO,CIVIC_NO_SUFFIX,OFFICIAL_STREET_NAME,OFFICIAL_STREET_TYPE,OFFICIAL_STREET_DIR,PROV_CODE,CSD_ENG_NAME,CSD_FRE_NAME,CSD_TYPE_ENG_CODE,CSD_TYPE_FRE_CODE,MAIL_STREET_NAME,MAIL_STREET_TYPE,MAIL_STREET_DIR,MAIL_MUN_NAME,MAIL_PROV_ABVN,MAIL_POSTAL_CODE,BG_DLS_LSD,BG_DLS_QTR,BG_DLS_SCTN,BG_DLS_TWNSHP,BG_DLS_RNG,BG_DLS_MRD,BG_X,BG_Y,BU_N_CIVIC_ADD,BU_USE
0,a98ee11d-69ce-4b99-b305-d1e33da97bb8,894d98e5-c532-49b4-9a07-75ca557ed580,,203,,Medley,ST,,13,Fredericton,Fredericton,C,C,MEDLEY,ST,,FREDERICTON,NB,E3A3B4,,,,,,,8130296.844,1477670.8227,,1
1,2fd9d68b-ab35-4361-8348-f0b497cf9137,488d32b9-9ff1-4f05-8b6a-e82dc40d4bfb,3,72,,de l'Église,RUE,,13,Shippagan,Shippagan,TV,TV,DE L'ÉGLISE,RUE,,INKERMAN,NB,E8P1A4,,,,,,,8181002.7836,1708344.0071,,1
2,ecbd4116-131b-498f-bd6f-ab3c0491ee71,b9f186e3-0211-4c26-bb25-0feea572feaf,4,111,,White,CRT,,13,Miramichi,Miramichi,C,C,WHITE,CRT,,MIRAMICHI,NB,E1V1Z8,,,,,,,8159534.8872,1615486.2008,,1
3,022a16fc-b84a-447a-a156-df70822c3a80,ce784fa5-4caf-4855-b315-2dfb1e3a5ab1,,1799,,Salisbury,RD,,13,Moncton,Moncton,C,C,SALISBURY,RD,,MONCTON,NB,E1E4P6,,,,,,,8250115.6349,1541304.8105,,1
4,94d24447-c6a6-44c0-ae99-400efc3f4e5b,4425d387-2be2-438f-9e7e-1181efd2a62f,,40,,Nightingale,LANE,,13,Quispamsis,Quispamsis,TV,TV,NIGHTINGALE,LANE,,QUISPAMSIS,NB,E2E3T1,,,,,,,8202544.3905,1442361.3166,,1
5,315efeed-ec27-4940-af06-fdab02f2e7f3,5162d3aa-24ef-4899-8685-d19316a83301,,781,,Route 465,,,13,Five Rivers,Five Rivers,VL,VL,ROUTE 465,,,CLAIRVILLE,NB,E4T2K7,,,,,,,8220782.5186,1566312.333,,1
6,c93f4ef1-78b0-453b-a735-6079aecf1d6b,2a273e75-0c18-4550-a042-9c5db309109d,B,683,,Malenfant,BOUL,,13,Dieppe,Dieppe,C,C,MALENFANT,BOUL,,DIEPPE,NB,E1A5T8,,,,,,,8260574.8674,1551495.0105,,3
7,e1dbf4c3-c989-4c22-a83b-44698af4adb7,837589a2-db84-4c27-b52f-2da8ad56789d,,411,,Kingsley,RD,,13,Central York,Central York,RCR,RCR,KINGSLEY,RD,,KINGSLEY,NB,E3G6C3,,,,,,,8118263.3028,1481906.6006,,1
8,87a56b35-1ed0-4743-8551-078681b5a540,b0c05076-e857-4023-9ac7-9184c9dd3dd1,,101,,Acadie,ST,,13,Beaurivage,Beaurivage,TV,TV,ACADIE,RUE,,RICHIBUCTO,NB,E4W3V3,,,,,,,8223602.072,1606173.4126,,2
9,8bc60fcd-73e6-4157-adf4-723296f3df96,d8ce4f49-8428-4ad8-b11d-140e8359108e,,13,,Mills,CRES,,13,Arcadia,Arcadia,VL,VL,MILLS,CRES,,MILL COVE,NB,E4C3V9,,,,,,,8177727.1767,1488319.6535,,1
