,LOC_GUID,ADDR_GUID,APT_NO_LABEL,CIVIC_NO,CIVIC_NO_SUFFIX,OFFICIAL_STREET_NAME,OFFICIAL_STREET_TYPE,OFFICIAL_STREET_DIR,PROV_CODE,CSD_ENG_NAME,CSD_FRE_NAME,CSD_TYPE_ENG_CODE,CSD_TYPE_FRE_CODE,MAIL_STREET_NAME,MAIL_STREET_TYPE,MAIL_STREET_DIR,MAIL_MUN_NAME,MAIL_PROV_ABVN,MAIL_POSTAL_CODE,BG_DLS_LSD,BG_DLS_QTR,BG_DLS_SCTN,BG_DLS_TWNSHP,BG_DLS_RNG,BG_DLS_MRD,BG_X,BG_Y,BU_N_CIVIC_ADD,BU_USE
0,ed143bb0-8e7d-4d5a-b5fd-053511a3bdf4,3c336fb1-e8f5-4d6f-8440-753c4227048e,3,6131,,Charles,ST,,12,Halifax,Halifax,RGM,RGM,CHARLES,ST,,HALIFAX,NS,B3K1L2,,,,,,,8410926.9524,1440835.0255,,1
1,05decc24-d85c-441e-9037-31f83623e13c,f71bfeba-59c8-4cfa-ad81-48a466739e90,1005,5121,,Bishop,ST,,12,Halifax,Halifax,RGM,RGM,BISHOP,ST,,HALIFAX,NS,B3J0E5,,,,,,,8413213.9358,1440817.0449,,1
2,6b81d86a-2dec-491f-9bdd-9a242b82a231,99d6083e-7a3f-4388-a219-00ce7d996687,1,5019,,7,HWY,,12,Halifax,Halifax,RGM,RGM,HIGHWAY 7,,,PORTERS LAKE,NS,B3E1J3,,,,,,,8428164.9366,1461089.0842,,2
3,baba10a3-2bbf-4bdc-89fe-b54618a70f4e,27cbd9ce-a045-465f-825d-4f0187d47849,,35,,Petpeswick,DR,,12,Halifax,Halifax,RGM,RGM,PETPESWICK,DR,,GAETZ BROOK,NS,B0J2L0,,,,,,,8433330.5647,1466934.026,,1
4,cc6d85aa-3800-4424-8099-e3e5cc6f3f5b,a64a3a04-b13b-4fc5-adae-a68997373fc0,,369,,Gibbon,ST,,12,Cape Breton,Cape Breton,RGM,RGM,GIBBON,ST,,NEW WATERFORD,NS,B1H3N3,,,,,,,8576966.8635,1728133.8132,,1
5,d08e0438-e221-46b9-a58b-c1621dc84c98,37eaecfa-3046-478a-9da4-6f993edc2290,,181,,West Petpeswick,RD,,12,Halifax,Halifax,RGM,RGM,WEST PETPESWICK,RD,,WEST PETPESWICK,NS,B0J2L0,,,,,,,8436847.0531,1468781.3661,,1
6,9b204918-3b1d-4062-957d-96995dd3001f,637dfe4c-d799-4c4c-a5d1-f54eeab81424,,14,,Mill,RUN,,12,Kentville,Kentville,T,T,MILL,RUN,,KENTVILLE,NS,B4N5G5,,,,,,,8325464.6399,1452517.5977,,1
7,340100b8-8ad4-4741-ac82-dc0e17dcb1a0,abefff91-9260-4dbc-9730-f73262577221,,18,,Daley,DR,,12,Cape Breton,Cape Breton,RGM,RGM,DALEY,DR,,SYDNEY,NS,B1R2J4,,,,,,,8574012.6558,1708967.2922,,1
8,6c680adf-091c-4037-a26e-7714a06548c1,67cd02f4-56c6-4fd4-bbe9-e42e1d9dc800,,475,,Lakeside,DR,,12,"Kings, Subd. A","Kings, Subd. A",SC,SC,LAKESIDE,DR,,TUPPER LAKE,NS,B0P1G0,,,,,,,8320944.2848,1444063.0817,,1
9,8daa9bb7-62d2-4cdf-a0cd-d8d063ea53f3,9906ec49-2955-4cb1-9095-6ad319b43f88,310,55,,Crichton,AVE,,12,Halifax,Halifax,RGM,RGM,CRICHTON,AVE,,DARTMOUTH,NS,B2Y4G4,,,,,,,8412150.2288,1443970.4667,,1
