,LOC_GUID,ADDR_GUID,APT_NO_LABEL,CIVIC_NO,CIVIC_NO_SUFFIX,OFFICIAL_STREET_NAME,OFFICIAL_STREET_TYPE,OFFICIAL_STREET_DIR,PROV_CODE,CSD_ENG_NAME,CSD_FRE_NAME,CSD_TYPE_ENG_CODE,CSD_TYPE_FRE_CODE,MAIL_STREET_NAME,MAIL_STREET_TYPE,MAIL_STREET_DIR,MAIL_MUN_NAME,MAIL_PROV_ABVN,MAIL_POSTAL_CODE,BG_DLS_LSD,BG_DLS_QTR,BG_DLS_SCTN,BG_DLS_TWNSHP,BG_DLS_RNG,BG_DLS_MRD,BG_X,BG_Y,BU_N_CIVIC_ADD,BU_USE
0,30ad1396-329e-45c4-965f-6b4e7e5a99bf,e71430fa-c553-466e-9e07-bb441e9acfdb,,8468,,Hudson,ST,,59,Vancouver,Vancouver,CY,CY,HUDSON,ST,,VANCOUVER,BC,V6P4M4,,,,,,,4014149.455,2000627.4799,,1
1,b65ee9ed-8f77-4c31-9803-a57f9d71513b,0871b9ae-5481-4599-b825-ddf21b20f8d3,1409,6080,,McKay,AVE,,59,Burnaby,Burnaby,CY,CY,MCKAY,AVE,,BURNABY,BC,V5H0J4,,,,,,,4023496.537,1997975.8233,,1
2,93a21e4a-04f6-4d2a-a910-5ffd0ed08079,b81dde54-626b-42af-878f-002af98f8f4d,306,1772,,Comox,ST,,59,Vancouver,Vancouver,CY,CY,COMOX,ST,,VANCOUVER,BC,V6G1P8,,,,,,,4017917.711,2008512.078,,1
3,6be8e33a-f289-4da2-a0bd-c8a0d6253bd1,38ca198c-b960-4b8d-bdd6-fded3f202d96,,9351,,No. 3,RD,,59,Richmond,Richmond,CY,CY,NO. 3,RD,,RICHMOND,BC,V7A1W1,,,,,,,4010625.3133,1994525.243,,1
4,219cdd07-aba5-4d37-9bbc-e0669d5dc94a,4c06f234-59b7-4e77-9753-234d1df248dc,4101,4458,,Beresford,ST,,59,Burnaby,Burnaby,CY,CY,BERESFORD,ST,,BURNABY,BC,V5H0J1,,,,,,,4023293.6842,1997775.3012,,1
5,a37ed89f-89bc-43d9-9d97-82c4e52dc378,8da5e963-a932-429e-8df7-1b9876fa8675,,3852,,Boundary,RD,,59,Vancouver,Vancouver,CY,CY,BOUNDARY,RD,,BURNABY,BC,V5R2M3,,,,,,,4023361.856,2000788.1312,,1
6,83d5063e-726b-4fd8-b8ae-a3c3fc44a007,df6fc10a-bb84-49cf-84d5-792003c16cde,,5321,,Seaside,PL,,59,West Vancouver,West Vancouver,DM,DM,SEASIDE,PL,,WEST VANCOUVER,BC,V7W3E2,,,,,,,4012671.0003,2018836.9398,,1
7,79763f1f-796e-46b2-b476-304d12c7baff,d3038f3d-32f7-4a99-a66e-8ec7b2250cbc,214,310,,3rd,ST,W,59,North Vancouver,North Vancouver,CY,CY,3RD,ST,W,NORTH VANCOUVER,BC,V7M1G4,,,,,,,4022993.6045,2009380.3592,,1
8,508b5c5a-0ea8-4800-9c58-a0f8d7f2a5f9,540cdc85-5ddd-469b-b603-8550ea8efebe,314,20078,,Fraser,HWY,,59,Langley,Langley,CY,CY,FRASER,HWY,,LANGLEY,BC,V3A0J2,,,,,,,4038951.0477,1974660.1997,,1
9,20caccba-c603-4e3a-9fb8-8e5e43975c31,44ea20f8-dcd4-40d3-b330-10be30823b1d,1206,11841,,222,ST,,59,Maple Ridge,Maple Ridge,CY,CY,222,ST,,MAPLE RIDGE,BC,V2X8S9,,,,,,,4048413.3985,1983393.4175,,1
