,LOC_GUID,ADDR_GUID,APT_NO_LABEL,CIVIC_NO,CIVIC_NO_SUFFIX,OFFICIAL_STREET_NAME,OFFICIAL_STREET_TYPE,OFFICIAL_STREET_DIR,PROV_CODE,CSD_ENG_NAME,CSD_FRE_NAME,CSD_TYPE_ENG_CODE,CSD_TYPE_FRE_CODE,MAIL_STREET_NAME,MAIL_STREET_TYPE,MAIL_STREET_DIR,MAIL_MUN_NAME,MAIL_PROV_ABVN,MAIL_POSTAL_CODE,BG_DLS_LSD,BG_DLS_QTR,BG_DLS_SCTN,BG_DLS_TWNSHP,BG_DLS_RNG,BG_DLS_MRD,BG_X,BG_Y,BU_N_CIVIC_ADD,BU_USE
0,b8ca56ae-bb14-46f2-8c3f-6607d950cc2b,01105560-123f-4045-b509-c6181b541a1f,306,87,,Princess,ST,,46,Winnipeg,Winnipeg,CY,CY,PRINCESS,ST,,WINNIPEG,MB,R3B1K6,,NE,5.0,11.0,3.0,E1,5822684.8975,1544350.5423,,2
1,c6239450-d051-495c-9851-af5fe196b714,699c39f6-5397-425f-b449-39f0516e0486,,1525,,St. Anne's,RD,,46,Winnipeg,Winnipeg,CY,CY,ST ANNE'S,RD,,WINNIPEG,MB,R2N4G2,,SW,1.0,10.0,3.0,E1,5827338.1152,1533468.0261,,1
2,fe97e67e-c078-4b85-aa91-74a7326be85b,2ce83209-489c-4086-8eb0-3a0ccc8cb2f1,,901,,Colville,RD,,46,St. Clements,St. Clements,RM,RM,,,,EAST SELKIRK,MB,R0E0M0,,NE,27.0,13.0,5.0,E1,5846979.4111,1568795.584,PO BOX 42,1
3,011bbf4a-65b9-4be4-ae71-41bd6212edbd,93266b91-6ff4-48dc-8449-ca5d8dae41d4,1,735,,Louelda,ST,,46,Winnipeg,Winnipeg,CY,CY,LOUELDA,ST,,WINNIPEG,MB,R2K2M8,,NW,12.0,11.0,3.0,E1,5828149.1519,1545809.0077,,1
4,0588cb49-f888-4207-8dd6-7f3c1195d454,718ad14a-6e39-4af2-a1b5-4181b27d9b56,,421,,Nelson,ST,,46,Morden,Morden,CY,CY,NELSON,ST,,MORDEN,MB,R6M1M5,,SE,8.0,3.0,5.0,W1,5746556.6492,1473179.7271,,2
5,30d5565b-3367-4a64-b34f-063261fb378f,708767e2-c9e0-4e54-8f05-dbb94930e0b7,,180,,Poplar,ST,,46,Morden,Morden,CY,CY,POPLAR,ST,,MORDEN,MB,R6M1H5,,NE,6.0,3.0,5.0,W1,5745510.5811,1472178.787,,2
6,9db60d54-01c7-40c4-bf70-51e15a7ba4d3,fb7095ad-0dcb-486a-a95f-2ee00e55321e,214,1095,,Court,AVE,,46,Winnipeg,Winnipeg,CY,CY,COURT,AVE,,WINNIPEG,MB,R2P2J1,,,,,,,5822530.6743,1551138.6115,,1
7,1dc6e417-9acf-44cc-89dd-b2b7434d2760,fcb531fa-97fa-49f6-956d-60b88e7f2822,,955,,Consol,AVE,,46,Winnipeg,Winnipeg,CY,CY,CONSOL,AVE,,WINNIPEG,MB,R2K1T7,,NE,11.0,11.0,3.0,E1,5827840.1958,1545640.0515,,2
8,cf26ba2b-989f-438e-9347-cf6f1c0655e5,cd35601f-a2c5-4f31-819f-f918286f737d,,358,,Roland,AVE,,46,Grandview,Grandview,MU,MU,,,,GRANDVIEW,MB,R0L0Y0,,SE,24.0,25.0,24.0,W1,5588904.7471,1712599.5504,PO BOX 11,1
9,c59e740b-f2ed-4535-bc7b-4a403543cd51,ee5cd8d0-f5f7-477f-b0bf-276dc7173599,,23,,Hyatt,PL,,46,Winnipeg,Winnipeg,CY,CY,HYATT,PL,,WINNIPEG,MB,R2N1W1,,NE,10.0,10.0,3.0,E1,5825052.1016,1535762.2011,,2
10,2b3f3495-63f2-4594-857c-c5d23646cef4,5108e708-a04b-4ec6-bc08-736dc77e396b,,3264,,Lido Plage,RD,,46,,,,,LIDO PLAGE,RD,,CARTIER,MB,R4K1A5,,SE,34.0,10.0,1.0,W1,5795948.1424,1544081.6283,,1
11,ef696945-ba2c-42ee-87ac-3ecdc7acef34,6858dac0-6889-4db4-8b46-2e060017927f,208,190,,Colony,ST,,46,Winnipeg,Winnipeg,CY,CY,COLONY,ST,,WINNIPEG,MB,R3C1W3,,SW,5.0,11.0,3.0,E1,5821898.0338,1543129.3715,,1
12,47296390-6498-4c16-9371-7ed5425f899b,af947f82-eaa9-4361-b175-9576fe1af4ad,,59,,Gagnier,BAY,,46,Ste. Anne,Ste. Anne,T,T,GAGNIER,BAY,,STE ANNE,MB,R5H1A4,,SW,24.0,8.0,6.0,E1,5855142.5012,1516287.0611,,2
13,9924bdda-01fe-4d9f-b811-add401f47a3e,10ca8297-645f-42db-bed8-a57b2ceb4fcd,,22,,Herron,RD,,46,Winnipeg,Winnipeg,CY,CY,HERRON,RD,,WINNIPEG,MB,R2P0S3,,NE,30.0,11.0,3.0,E1,5821437.0339,1550913.1435,,2
14,a95276d7-778f-477e-b0d2-91592d6fbcea,128c1538-5988-44c3-a792-7f2e053b2e76,,239,,Rosser,AVE,,46,Selkirk,Selkirk,CY,CY,ROSSER,AVE,,SELKIRK,MB,R1A0P6,,SW,32.0,13.0,5.0,E1,5843742.1642,1569478.2775,,1
15,829a2ac7-994e-49c6-9626-558f773ca500,82da7998-7abc-49f2-b057-70989f237341,,754,,North,DR,,46,Winnipeg,Winnipeg,CY,CY,NORTH,DR,,WINNIPEG,MB,R3T0A2,,SE,20.0,10.0,3.0,E1,5822121.9763,1538852.6551,,1
16,b27ff2dc-d0d6-4e88-8e83-ec8a9b430539,024b4c15-c054-4e20-9948-f0e2ad543e59,,1057,,Garwood,AVE,,46,Winnipeg,Winnipeg,CY,CY,GARWOOD,AVE,,WINNIPEG,MB,R3M1M9,,SE,30.0,10.0,3.0,E1,5820666.7534,1540542.3772,,1
17,612808a5-d5bc-4025-85c2-168a86b6fe6a,0a696f6b-5dc9-44de-a23a-a9a77b679b89,,533,,Donwood,DR,,46,Winnipeg,Winnipeg,CY,CY,DONWOOD,DR,,WINNIPEG,MB,R2G2E5,,NW,24.0,11.0,3.0,E1,5828765.7104,1548414.1763,,1
18,22e718da-9db0-4d62-82b1-feee41eeaf51,09e81b24-48fe-40e6-945b-672edddb93aa,,194,,Lynn Lake,DR,,46,Winnipeg,Winnipeg,CY,CY,LYNN LAKE,DR,,WINNIPEG,MB,R2C4N4,,NW,8.0,11.0,4.0,E1,5831840.0362,1545479.9132,,1
19,ccf0a690-b32f-4521-ae37-375bc0cb3dc5,0b7e42af-c0cf-483e-8188-01fcdb892c4d,,302,,Moray,ST,,46,Winnipeg,Winnipeg,CY,CY,MORAY,ST,,WINNIPEG,MB,R3J3A3,,NE,33.0,10.0,2.0,E1,5813879.5134,1542990.9772,,2
20,86dcf8e8-b0a5-4c6c-a9fb-5c43b656029c,b26599df-accb-4f24-8d5d-f37a06e540b1,1402,529,,Country Club,BLVD,,46,Winnipeg,Winnipeg,CY,CY,COUNTRY CLUB,BLVD,,WINNIPEG,MB,R3K1Z8,,NE,32.0,10.0,2.0,E1,5812508.3442,1543114.4085,,1
21,c599e993-6f9f-4008-a3c6-2a521ab669f9,70db3723-673b-4991-8340-813e83dd8205,,3415,,Grant,AVE,,46,Winnipeg,Winnipeg,CY,CY,GRANT,AVE,,WINNIPEG,MB,R3R0K8,,SE,28.0,10.0,2.0,E1,5814029.1058,1540758.2359,,1
