,LOC_GUID,ADDR_GUID,APT_NO_LABEL,CIVIC_NO,CIVIC_NO_SUFFIX,OFFICIAL_STREET_NAME,OFFICIAL_STREET_TYPE,OFFICIAL_STREET_DIR,PROV_CODE,CSD_ENG_NAME,CSD_FRE_NAME,CSD_TYPE_ENG_CODE,CSD_TYPE_FRE_CODE,MAIL_STREET_NAME,MAIL_STREET_TYPE,MAIL_STREET_DIR,MAIL_MUN_NAME,MAIL_PROV_ABVN,MAIL_POSTAL_CODE,BG_DLS_LSD,BG_DLS_QTR,BG_DLS_SCTN,BG_DLS_TWNSHP,BG_DLS_RNG,BG_DLS_MRD,BG_X,BG_Y,BU_N_CIVIC_ADD,BU_USE
0,0decb4cc-58d6-48b7-bcd9-b41f770a4829,d7e0b703-e217-4cb8-a6d7-4670f1aa488c,201,703,,14,AVE,SW,48,Calgary,Calgary,CY,CY,14,AVE,SW,CALGARY,AB,T2R0N2,,SE,16.0,24.0,1.0,W5,4684979.5278,1922249.0686,,1
1,0b3726d4-144c-42df-947d-92fb6144b83b,88d5dd9a-ee74-4ba8-8116-907ba4529ee3,,416,,3,AVE,N,48,Vauxhall,Vauxhall,T,T,,,,VAUXHALL,AB,T0K2K0,,SE,10.0,13.0,16.0,W4,4781147.9279,1775316.2702,PO BOX 986,1
2,0db9a127-dbf5-4812-a93d-1856d0d0a420,7d329cd7-fd8c-4b35-9623-d5e4da5e42be,,2014,,23,AVE,,48,Coaldale,Coaldale,T,T,23,AVE,,COALDALE,AB,T1M1H8,,NE,10.0,9.0,20.0,W4,4733665.3119,1750598.2876,,1
3,5388f853-ddc2-42d0-8087-5f8635afe438,b97ba189-555c-44e0-a826-3a64894ca56c,,22,,Trebble,CLOSE,,48,Red Deer,Red Deer,CY,CY,TREBBLE,CLOSE,,RED DEER,AB,T4P0W6,,SE,23.0,38.0,27.0,W4,4752596.1654,2042582.4695,,1
4,225c7e26-4c40-428d-bb6f-1c608d5a3838,9dea676f-5990-41cd-ab7c-3a865a85eb20,,20818,,19a,AVE,NW,48,Edmonton,Edmonton,CY,CY,19A,AVE,NW,EDMONTON,AB,T6M1R6,,,,,,,,,,1
5,765cd1eb-5f53-4d0d-8e0a-7494dd073e94,9011235e-ddd6-4c9b-8c49-c90f2e0f8442,,20,,Rowley,BAY,NW,48,Calgary,Calgary,CY,CY,ROWLEY,BAY,NW,CALGARY,AB,T3L0H7,,,,,,,,,,1
6,69e2ef7a-bca1-479c-a47c-d9e8ca1c02b9,e967a9d0-3e20-4698-a555-3622911be234,3,10017,,101,ST,,48,Fort Saskatchewan,Fort Saskatchewan,CY,CY,101,ST,,FORT SASKATCHEWAN,AB,T8L1V8,,NW,32.0,54.0,22.0,W4,4838295.7607,2179698.5464,,1
7,0cedeeaf-9c3f-4939-bb6a-aebce2bb4d47,2d5547f8-2d8f-431c-885e-c0f549219b27,,34,,Verona,CRES,,48,Spruce Grove,Spruce Grove,CY,CY,VERONA,CRES,,SPRUCE GROVE,AB,T7X0J7,,SE,11.0,53.0,27.0,W4,4792403.6294,2178321.415,,1
8,04e70123-1c8f-47b0-96a3-2c8a0872737b,bb65467f-a856-41bd-aa77-33531793b3d6,,55518,,Range Road 250,,,48,Sturgeon County,Sturgeon County,MD,MD,RGE RD 250,,,STURGEON COUNTY,AB,T8R0M8,,,,,,,,,,2
9,5a00e7a2-43c9-40d7-b0d5-79914e1b19e3,f5b936df-8474-4eb7-9b26-e30ded4633b5,27,4721,C,48th,AVE,,48,Legal,Legal,T,T,,,,LEGAL,AB,T0G1L0,,,,,,,,,PO BOX 82,1
10,b823fb96-d054-48a7-b9df-426d56851d29,e6de4817-afe6-49f0-8352-a2fc92ba0365,,5222,,52,ST,,48,Calmar,Calmar,T,T,,,,CALMAR,AB,T0C0V0,,,,,,,4785266.4962,2146772.3869,PO BOX 826,1
11,2d7e2201-4d5f-459b-9c41-dbf4688c1ed7,93bf90fc-a087-4bef-9a0a-fd8d3203d76b,,25038,,Township Road 462,,,48,Vermilion River County,Vermilion River County,MD,MD,,,,PARADISE VALLEY,AB,T0B3R0,,,,,,,4996182.3368,2041906.3998,,1
12,5f592e0c-d5c0-4c7d-959e-8196bef3ac74,87837f04-cd02-427b-9077-aeae2f8f33e6,,5125,,44,AVE,,48,Red Deer,Red Deer,CY,CY,44,AVE,,RED DEER,AB,T4N3H9,,NE,16.0,38.0,27.0,W4,4749111.8631,2043365.844,,2
13,9e39dbbe-cca4-427d-80b8-f584fd27d50d,b69a3964-22d4-4af3-89b5-e1160c05493f,,124,,Heartland,WAY,,48,Cochrane,Cochrane,T,T,HEARTLAND,WAY,,COCHRANE,AB,T4C0M4,,,,,,,4662729.4081,1949303.7997,,1
14,58b22c9f-e373-42ea-b68f-0a695069aee5,46cdf214-d692-407a-8cde-5bcb4a524ba6,,41,,Hamptons,LINK,NW,48,Calgary,Calgary,CY,CY,HAMPTONS,LINK,NW,CALGARY,AB,T3A5V9,,SW,19.0,25.0,1.0,W5,4684813.1168,1934798.611,,2
15,345558c2-f87d-4239-8fe7-96bdd0ba8e6e,686bc73d-7600-42de-84cd-f03f719e6185,,127,,Edelweiss,PL,NW,48,Calgary,Calgary,CY,CY,EDELWEISS,PL,NW,CALGARY,AB,T3A3R5,,NW,7.0,25.0,1.0,W5,4683912.2817,1931969.9204,,2
16,84b6d99e-2a63-49d6-bcf6-5c061455e8ac,e0f3d131-c158-47b7-bf8d-0510d8da2c51,,44,,Moberg,RD,,48,Leduc,Leduc,CY,CY,MOBERG,RD,,LEDUC,AB,T9E8A6,,NE,24.0,49.0,25.0,W4,4802612.451,2137883.6944,,2
17,d711f3b6-69db-4e03-8813-c68d97989728,16c85d3c-724c-43d6-8a72-699734f01ced,,524,,Highwood,DR,,48,Longview,Longview,VL,VL,,,,LONGVIEW,AB,T0L1H0,,SE,20.0,18.0,2.0,W5,4655370.4103,1873439.0873,PO BOX 56,1
18,df559cb6-f3eb-460d-ad20-6fee3347bc3c,12b4e59d-6e49-426a-aea0-496f76ed2913,,8827,,88,AVE,NW,48,Edmonton,Edmonton,CY,CY,88,AVE,NW,EDMONTON,AB,T6C1L5,,NW,27.0,52.0,24.0,W4,4816182.6861,2165442.5251,,1
19,defd1a63-b62b-4fed-a541-b1353687d707,f7772ad8-a75a-4522-8fcd-621134ada50d,631,200,,Bellerose,DR,,48,St. Albert,St. Albert,CY,CY,BELLEROSE,DR,,ST. ALBERT,AB,T8N7P7,,,,,,,,,,1
20,69bc48d0-c6ba-4a16-8660-8f917b0d5090,a44809cd-793b-470b-b413-898f54f23f0b,,43,,Kensington,RD,W,48,Lethbridge,Lethbridge,CY,CY,KENSINGTON,RD,W,LETHBRIDGE,AB,T1J5N5,,SE,33.0,8.0,22.0,W4,4712428.295,1753456.82,,1
21,99af68b5-0d72-47a5-85a6-cbfac9f295c2,1b526cec-1da6-4f9a-9d74-8163d4ff7309,,7163,,Cardinal,WAY,SW,48,Edmonton,Edmonton,CY,CY,CARDINAL,WAY,SW,EDMONTON,AB,T6W2Y3,,,,,,,,,,1
22,718baf34-59f4-4d3d-9b57-2ed6ddafd255,e4e90689-4253-4b1b-8377-2fa49e0c16cf,,416,,Drake Landing,WYND,,48,Okotoks,Okotoks,T,T,DRAKE LANDING,WYND,,OKOTOKS,AB,T1S5R1,,NE,27.0,20.0,29.0,W4,4682768.0671,1886447.7932,,2
23,485ab9fe-2a2c-4f47-b435-d3593462ebed,6689f661-0c88-49fa-83db-bdda090ca424,,103,,Royal Ridge,MANOR,NW,48,Calgary,Calgary,CY,CY,ROYAL RIDGE,MANOR,NW,CALGARY,AB,T3G0A2,,SW,21.0,25.0,2.0,W5,4679150.1109,1936150.2447,,1
24,d9687bc4-1552-4022-a9fc-7fbffbb4f125,20f5d745-500a-416b-a059-6b6e985446d6,,5211,,52,AVE,,48,Ponoka,Ponoka,T,T,52,AVE,,PONOKA,AB,T4J1H7,,NW,4.0,43.0,25.0,W4,4777925.639,2080694.0835,,1
25,afe156ce-8c3a-45fc-953a-c4b109a01dab,3bd145fc-bce1-41b5-92fb-0ef0b851a927,,7108,,Marler,DR,,48,Camrose,Camrose,CY,CY,MARLER,DR,,CAMROSE,AB,T4V3L8,,,,,,,,,,1
26,82ca38d7-4760-4d10-a657-6b996122e8f9,18a229df-1d95-49ad-aba4-c6986b48e3b8,,8419,,Mill Woods,RD,NW,48,Edmonton,Edmonton,CY,CY,MILL WOODS,RD,NW,EDMONTON,AB,T6K2P6,,SW,10.0,52.0,24.0,W4,4814718.2256,2160114.4043,,2
27,fdd25c4b-7e5b-4e84-a8aa-a7b1d7d4d23b,bb02b54c-04e0-4025-99b6-2d27c30284f2,,4120,,122,ST,NW,48,Edmonton,Edmonton,CY,CY,122,ST,NW,EDMONTON,AB,T6J1Z2,,NE,12.0,52.0,25.0,W4,4809512.6709,2162492.2298,,1
28,28092ce1-aab2-4caa-8ba6-6f4dadf72922,356fb1ba-aba1-45d1-b5ce-79b46cb1506b,320,10312,,111,ST,NW,48,Edmonton,Edmonton,CY,CY,111,ST,NW,EDMONTON,AB,T5K1L2,,SW,5.0,53.0,24.0,W4,4813970.6975,2168731.9674,,1
29,cda70078-1a72-44c2-8283-228d7b31342e,c1ece94c-0c6a-4dc8-bb39-b9ef90473d6f,,305,,Cy Becker,BLVD,NW,48,Edmonton,Edmonton,CY,CY,CY BECKER,BLVD,NW,EDMONTON,AB,T5Y3R6,,,,,,,,,,1
30,c514ef05-8a2d-4de2-8db7-794e3928b3b5,e020801b-c410-4eb4-a8ce-f1b40b0dadd9,601,1027,,Cameron,AVE,SW,48,Calgary,Calgary,CY,CY,CAMERON,AVE,SW,CALGARY,AB,T2T0K3,,NW,9.0,24.0,1.0,W5,4684254.804,1922084.2682,,1
31,7a86da2c-9ede-426e-91bc-17d95c8351a8,bf00dfcc-fa43-4a67-a229-095ef01f2430,,13333,,Township Road 790,,,48,Saddle Hills County,Saddle Hills County,MD,MD,,,,BAY TREE,AB,T0H0A0,,NE,33.0,78.0,13.0,W6,4531009.5533,2552046.3028,,1
32,5a9ee084-c4d9-47c9-882e-2da2e35c39a6,f5992bd7-d4de-4584-af27-0f6273ee2f76,907,1500,,7,ST,SW,48,Calgary,Calgary,CY,CY,7,ST,SW,CALGARY,AB,T2R1A7,,SE,16.0,24.0,1.0,W5,4684808.9115,1922187.8846,,1
33,f4c7d4d0-c2d5-414a-ad5b-be7b322f3ac5,095749ce-8041-45a8-99ae-de8bec1dceef,,5222,,49,AVE,,48,Andrew,Andrew,VL,VL,,,,ANDREW,AB,T0B0C0,,,,,,,,,,1
34,4cefa233-07d5-4ebf-942c-afe3a43c22bd,71896400-8bed-444c-83a8-d29f59c74343,,513,,Normandy,RD,S,48,Lethbridge,Lethbridge,CY,CY,NORMANDY,RD,S,LETHBRIDGE,AB,T1J4E8,,NW,33.0,8.0,21.0,W4,4720985.0075,1751584.4991,,1
35,d57c9699-65d5-4ef8-9570-4091f8969529,0ae098a7-8a83-41c3-8df7-f07d097fb5fe,,1123,,2,AVE,N,48,Vauxhall,Vauxhall,T,T,,,,VAUXHALL,AB,T0K2K0,,SW,10.0,13.0,16.0,W4,4780165.5943,1775503.9256,,1
36,26dd05b0-80ad-44e4-ba20-aa6aafb9c617,ca45b6dc-d48a-464e-aa28-035d36c50756,3,9017,,184,ST,NW,48,Edmonton,Edmonton,CY,CY,184,ST,NW,EDMONTON,AB,T5T1W2,,NE,29.0,52.0,25.0,W4,4805263.1781,2169516.0955,,2
37,a4b6a2c7-1ca0-4e54-b125-f9907572e9ba,6479d44f-ba82-4448-95ca-05721736f6e4,106,4515,,20,AVE,NW,48,Edmonton,Edmonton,CY,CY,20,AVE,NW,EDMONTON,AB,T6L5W6,,NW,36.0,51.0,24.0,W4,4816751.7452,2156931.7653,,1
38,68711b9c-40d2-4761-8834-05e8f37ae7ec,f339b32e-87d8-4cd0-b8ff-09734608b4ea,,4915,,21a,ST,SW,48,Calgary,Calgary,CY,CY,21A,ST,SW,CALGARY,AB,T2T5C2,,SW,5.0,24.0,1.0,W5,4681469.9212,1920093.1324,,1
39,0e421d56-4f5f-4155-97a5-f14db98b2fdd,cca00cb9-2c04-4092-8174-ef3747ad793d,,183,,Albany,DR,NW,48,Edmonton,Edmonton,CY,CY,ALBANY,DR,NW,EDMONTON,AB,T6V0K9,,SE,1.0,54.0,25.0,W4,4814917.7632,2178256.5737,,1
40,8d71dc5f-4ee7-4653-a635-3e5caec71e41,286f0a91-fb5d-4a6d-9f4d-eeb624349a42,125,5420,,Grant MacEwan,BLVD,,48,Leduc,Leduc,CY,CY,GRANT MACEWAN,BLVD,,LEDUC,AB,T9E0M1,,NE,28.0,49.0,25.0,W4,4799065.6183,2141211.595,,1
41,dc52708c-8675-4d6f-8bc4-bca9feafa0b5,1ff90428-95f4-4f6b-b276-457c1e07ef40,130,38,,Willow,CRES,,48,Okotoks,Okotoks,T,T,WILLOW,CRES,,OKOTOKS,AB,T1S5Y6,,,,,,,,,,1
42,3d28c1ee-1001-463a-bfd6-5e9581406450,362d0fb4-a77f-45b7-b2d7-baafa766253e,,9115,,137,AVE,NW,48,Edmonton,Edmonton,CY,CY,137,AVE,NW,EDMONTON,AB,T5E1Y6,,NW,21.0,53.0,24.0,W4,4817772.8192,2173710.7679,,1
43,0dd235b5-12c8-4632-a8bd-956c101bdcf3,b2ef7d81-5ab9-4b35-8b68-f11f966f9d97,17,56420,,Rge Rd 231,,,48,,,,,,,,STURGEON COUNTY,AB,T0A1N4,,,,,,,,,,1
44,c528f70a-f96e-408d-9064-274b5e9b5d4c,e06f5302-6ec9-43c7-ab3f-128350dd612a,,217,,52249 Range Road 233,,,48,Strathcona County,Strathcona County,SM,SM,,,,SHERWOOD PARK,AB,T8B1C7,,,,,,,4824264.86144,2159455.571568,,1
45,53e983a4-19c8-4da3-afba-a9b94735801c,64431b11-2f17-4718-95c7-1781113fb2ff,,43043,,Township Road 804,,,48,Fairview No. 136,Fairview No. 136,MD,MD,,,,FAIRVIEW,AB,T0H1L0,,,,,,,,,PO BOX 1563,1
46,8f81e969-bd35-43da-8125-48a9c0f12f9f,c98bf6fe-b04b-43f4-89c8-4e738abe5b0c,413,918,,Bison,WAY,,48,Strathcona County,Strathcona County,SM,SM,BISON,WAY,,SHERWOOD PARK,AB,T8H2C4,,NE,3.0,53.0,23.0,W4,4827291.9077,2164595.7131,,1
47,d627e315-64a6-4dfb-a2a4-9ad71db1158e,1f4edd7d-2cbc-43bb-ba43-09b9bd4aabd7,,115,,51551 Range Road 212A,,,48,Strathcona County,Strathcona County,SM,SM,,,,SHERWOOD PARK,AB,T8G1B2,,,,,,,4841549.8778,2147629.7758,,1
48,f52a42d1-302e-49b1-b676-a7634446fa70,fca098a0-b2c5-485a-af46-25ed7f41f535,,11755,,156,ST,NW,48,Edmonton,Edmonton,CY,CY,156,ST,NW,EDMONTON,AB,T5M3N4,,NW,11.0,53.0,25.0,W4,4810061.7773,2172932.9997,,3
49,b8aede98-0db2-4e8d-b027-5f0b06e6ae7e,931286f1-6999-406f-b836-304a2760387e,121,333,,Riverfront,AVE,SE,48,Calgary,Calgary,CY,CY,RIVERFRONT,AVE,SE,CALGARY,AB,T2G5R1,,NE,15.0,24.0,1.0,W5,4686704.8943,1922854.2652,,2
50,ba58201c-7701-47a1-9505-bcec415f4998,3b37b08c-f40b-46a2-817d-23849f95c688,,3911,,30,ST,NW,48,Edmonton,Edmonton,CY,CY,30,ST,NW,EDMONTON,AB,T6T1K4,,SW,7.0,52.0,23.0,W4,4819192.6118,2158787.1658,,1
51,98773e8b-db6d-4263-baef-20c8a289aee9,9d7b91c2-1960-49d9-8254-5105c0d3a440,2406,111,,Tarawood,LANE,NE,48,Calgary,Calgary,CY,CY,TARAWOOD,LANE,NE,CALGARY,AB,T3J5C2,,NE,11.0,25.0,29.0,W4,4696945.1811,1927743.5147,,1
52,8379ec4d-2982-4235-bf73-6028790da5cb,9ecdcef7-6947-4eba-9908-b4fa34d90702,,156,,51551 Range Road 212A,,,48,Strathcona County,Strathcona County,SM,SM,,,,SHERWOOD PARK,AB,T8G1B2,,,,,,,4841640.5494,2147454.4613,,1
53,01c61271-fe0f-4e00-aeb8-058c6cd074ca,961bbf3c-dceb-4489-80dd-917e433dea9b,222,2020,A,32,ST,S,48,Lethbridge,Lethbridge,CY,CY,32,ST,S,LETHBRIDGE,AB,T1K7T9,,SW,28.0,8.0,21.0,W4,4720266.1959,1749313.8583,,1
54,9ed66c38-b9ee-47f7-ba44-8b7b9a7be72f,9eaf697b-84d7-46c6-a90b-41a89f0c41b3,315,4730,,50,AVE,,48,Taber,Taber,T,T,50,AVE,,TABER,AB,T1G1N6,,SE,6.0,10.0,16.0,W4,4767880.0761,1746616.7009,,1
55,c7671108-2791-42a4-a44e-53ad68396978,17d932b7-0042-4533-b4bb-5a0d55b95d2d,,2107,,48,ST,NW,48,Edmonton,Edmonton,CY,CY,48,ST,NW,EDMONTON,AB,T6L2W7,,NW,36.0,51.0,24.0,W4,4816590.6016,2157225.7167,,1
56,15508673-6aa0-4a15-8ee3-9b0191b75f6a,ca8f3e0b-bb08-431a-98f1-0bb9ce5fddc8,117,3611,,145,AVE,NW,48,Edmonton,Edmonton,CY,CY,145,AVE,NW,EDMONTON,AB,T5Y2L7,,NE,25.0,53.0,24.0,W4,4823401.4321,2172685.6324,,2
57,bb748332-057c-4bb8-9e5e-28dadcf2fc0f,464b6fa1-43cb-4306-b619-bbaeddcf8fd0,702,837,,2,AVE,SW,48,Calgary,Calgary,CY,CY,2,AVE,SW,CALGARY,AB,T2P0E6,,NE,16.0,24.0,1.0,W5,4685258.1526,1923531.6985,,1
