,LOC_GUID,ADDR_GUID,APT_NO_LABEL,CIVIC_NO,CIVIC_NO_SUFFIX,OFFICIAL_STREET_NAME,OFFICIAL_STREET_TYPE,OFFICIAL_STREET_DIR,PROV_CODE,CSD_ENG_NAME,CSD_FRE_NAME,CSD_TYPE_ENG_CODE,CSD_TYPE_FRE_CODE,MAIL_STREET_NAME,MAIL_STREET_TYPE,MAIL_STREET_DIR,MAIL_MUN_NAME,MAIL_PROV_ABVN,MAIL_POSTAL_CODE,BG_DLS_LSD,BG_DLS_QTR,BG_DLS_SCTN,BG_DLS_TWNSHP,BG_DLS_RNG,BG_DLS_MRD,BG_X,BG_Y,BU_N_CIVIC_ADD,BU_USE
0,8d3aa9cb-a730-4758-bef8-bdd16e9b5584,d7945c80-3340-4155-8ea0-4f52b5a31b84,,32,,Côté,AV,,24,Saint-Éphrem-de-Beauce,Saint-Éphrem-de-Beauce,MÉ,MÉ,CÔTÉ,AV,,SAINT-ÉPHREM-DE-BEAUCE,QC,G0M1R0,,,,,,,7808576.2014,1367310.6712,,2
1,cf1fc710-3cb3-4e3e-bd72-201b80873161,598c889b-35e5-49b1-8ccd-aa0e9279f3f8,,3470,,Petit,RUE,,24,Longueuil,Longueuil,V,V,PETIT,RUE,,SAINT-HUBERT,QC,J3Y3J3,,,,,,,7642327.078,1247221.4958,,2
2,ce661748-fe95-436e-9000-064c1a13e5c6,b2a0fb5f-72be-4a5c-821b-39eba8deb4cd,,455,,Joseph-Gagné,RUE,,24,Québec,Québec,V,V,JOSEPH-GAGNÉ,RUE,,QUÉBEC,QC,G3G1L1,,,,,,,7747825.0755,1446871.4423,,1
3,14f622f4-ae4d-4123-bc85-14ea1d326771,8ef9b74c-1129-4480-9ef1-89cc5d61fc66,,298,,9e,RANG,,24,Saint-Isidore-de-Clifton,Saint-Isidore-de-Clifton,MÉ,MÉ,9E,RANG,,SAINT-ISIDORE-DE-CLIFTON,QC,J0B2X0,,,,,,,7800253.979,1269775.8445,,1
4,fd38bb70-6d65-494a-9c5a-8cc9cdb9bb7e,bb1894c7-d3d9-428c-baf4-0fb1fe3f55a9,,5642,,Beurling,RUE,,24,Montréal,Montréal,V,V,BEURLING,RUE,,VERDUN,QC,H4H1B5,,,,,,,7632227.0983,1238832.696,,1
5,121b005d-c6a2-49b8-9f4f-cd7cc0cb61d9,0fcc6aeb-2b68-4c1d-91b5-38502708e680,1,564,,20e,AV,,24,Deux-Montagnes,Deux-Montagnes,V,V,20E,AV,,DEUX-MONTAGNES,QC,J7R7E9,,,,,,,7604196.3159,1241285.4553,,1
6,3f160461-1f1c-4de9-abb6-9fc62db56acf,4f51f143-e312-4ecc-b672-f862767090d7,5,327,,Saint-François,RUE,,24,La Tuque,La Tuque,V,V,SAINT-FRANÇOIS,RUE,,LA TUQUE,QC,G9X1S2,,,,,,,7626991.8133,1470411.6442,,1
7,03c131f7-9a0c-420a-b5f1-67f7e3f0fb55,3951b008-67b2-4b72-be80-14cb17aa2510,,132,,Gérard-Delage,RUE,,24,Québec,Québec,V,V,GÉRARD-DELAGE,RUE,,QUÉBEC,QC,G1E4X6,,,,,,,7762282.8246,1446893.6247,,1
8,2a3407cd-f398-4538-b4f8-50e706ea68c8,134715b6-7fa1-4410-b188-d25bf28cc82d,,70,,Mansart,RUE,,24,Saint-Jean-sur-Richelieu,Saint-Jean-sur-Richelieu,V,V,MANSART,RUE,,SAINT-JEAN-SUR-RICHELIEU,QC,J2W1L1,,,,,,,7656614.8606,1234393.492,,1
9,afd5916f-afb5-4599-a182-706353e59fde,0ea8aebd-7066-4397-8dd4-6b90d76d366e,,125,,Thibault,CH,,24,Trécesson,Trécesson,CT,CT,,,,TRÉCESSON,QC,J0Y2S0,,,,,,,7192694.1744,1494906.2719,,1
10,0c836d27-9663-40ef-8ebb-a53f5f9f2dce,c482a640-c8b1-432e-8d13-d23d9f96703e,,2312,,Saint-Jacques,RUE,,24,Montréal,Montréal,V,V,SAINT-JACQUES,RUE,,MONTRÉAL,QC,H3J2M7,,,,,,,7631632.9312,1242718.3827,,2
11,6896a35c-ab59-44a7-93e7-150c6b9c2fee,a6fcea96-723d-4965-b8b3-08e4011ac23f,,6010,,de Lorimier,AV,,24,Montréal,Montréal,V,V,DE LORIMIER,AV,,MONTRÉAL,QC,H2G2P3,,,,,,,7628618.3829,1248624.1173,,2
12,f20cda6b-21a9-4486-8ca6-28ae6793238d,0ed0c4b8-2e48-4092-aea6-ef29077225f9,,7302,,Jacqueline-Auriol,RUE,,24,Québec,Québec,V,V,JACQUELINE-AURIOL,RUE,,QUÉBEC,QC,G2G0J8,,,,,,,7752606.7641,1433505.1861,,2
