,LOC_GUID,ADDR_GUID,APT_NO_LABEL,CIVIC_NO,CIVIC_NO_SUFFIX,OFFICIAL_STREET_NAME,OFFICIAL_STREET_TYPE,OFFICIAL_STREET_DIR,PROV_CODE,CSD_ENG_NAME,CSD_FRE_NAME,CSD_TYPE_ENG_CODE,CSD_TYPE_FRE_CODE,MAIL_STREET_NAME,MAIL_STREET_TYPE,MAIL_STREET_DIR,MAIL_MUN_NAME,MAIL_PROV_ABVN,MAIL_POSTAL_CODE,BG_DLS_LSD,BG_DLS_QTR,BG_DLS_SCTN,BG_DLS_TWNSHP,BG_DLS_RNG,BG_DLS_MRD,BG_X,BG_Y,BU_N_CIVIC_ADD,BU_USE
0,23f06295-6c70-40de-be1e-060ed715bfc1,12cfc71d-5dd9-45e5-b506-d3fee617b671,2,5662,,Dalhousie,RD,,59,Metro Vancouver A,Metro Vancouver A,RDA,RDA,DALHOUSIE,RD,,VANCOUVER,BC,V6T1W4,,,,,,,4010247.3108,2009862.1239,,1
1,63ede3ee-2471-43ed-bdec-bf5ab9e2e6b1,0ef7f18f-870a-4648-9f8e-30b410e902b4,206,885,,Salsbury,DR,,59,Vancouver,Vancouver,CY,CY,SALSBURY,DR,,VANCOUVER,BC,V5L4A3,,,,,,,4021869.1627,2004984.4349,,2
2,4f6f59f9-d46c-4168-a336-deef90257863,498e394d-af46-4034-8d75-217ac95c3df8,APT,2757,,Horth,RD,,59,Nanaimo,Nanaimo,CY,CY,HORTH,RD,,NANAIMO,BC,V9T5P5,,,,,,,3956828.9803,2031138.0766,,1
3,818e1120-741a-44bb-9a67-3dd81e35b8a6,59d8e837-3acd-4705-aec7-1c54551f936e,,1720,,Tames,RD,,59,Comox Valley B (Lazo North),Comox Valley B (Lazo North),RDA,RDA,TAMES,RD,,COURTENAY,BC,V9J1Y2,,,,,,,3928740.7181,2116850.3035,,1
4,4bd5b723-4139-4e35-bd90-d6b3f990bee0,bef130c8-b5fa-433c-a8a7-a9007386052c,201,3148,,St. Johns,ST,,59,Port Moody,Port Moody,CY,CY,ST. JOHNS,ST,,PORT MOODY,BC,V3H5E6,,,,,,,4036647.8481,1997110.8973,,1
5,5a5a8086-5bee-42df-85dd-ecf1482a6fc1,a803850a-47de-4dcb-b30f-f277498bc61f,,45,,Geier,RD,,59,Kitimat-Stikine C (Part 1),Kitimat-Stikine C (Part 1),RDA,RDA,GEIER,RD,,TERRACE,BC,V8G0G8,,,,,,,4001381.3072,2730099.3608,,1
6,52f15f34-2543-4c41-b530-57825b12b78d,c430bca7-1d20-4616-9ac9-f6d0f7262ba9,,500,,Kingsway,,,59,Vancouver,Vancouver,CY,CY,KINGSWAY,,,VANCOUVER,BC,V5T3J9,,,,,,,4019254.6951,2004020.8212,,3
7,695bbc8d-e92b-412e-8dc8-2c1ece7bbf0d,af6625ab-5b83-4d37-867f-30006930329d,,131,,Foundry,ROW,,59,New Westminster,New Westminster,CY,CY,FOUNDRY,ROW,,NEW WESTMINSTER,BC,V3M6X5,,,,,,,4026727.5355,1992116.1527,,2
8,a3b69e35-1d72-4ca5-bfaf-a713d1b589a5,e0023256-3cc5-4c9a-afcd-8a3699615099,504,2800,,Chesterfield,AVE,,59,North Vancouver,North Vancouver,CY,CY,CHESTERFIELD,AVE,,NORTH VANCOUVER,BC,V7N4M1,,,,,,,4024509.4621,2010909.2979,,1
9,8b2bb82c-423a-495e-a77d-db1d8458be2e,dba7ca0c-dd7e-4724-a315-6f71ae08afee,27,15871,,85,AVE,,59,Surrey,Surrey,CY,CY,85,AVE,,SURREY,BC,V4N0Y9,,,,,,,4033992.2913,1983557.8201,,1
