,LOC_GUID,ADDR_GUID,APT_NO_LABEL,CIVIC_NO,CIVIC_NO_SUFFIX,OFFICIAL_STREET_NAME,OFFICIAL_STREET_TYPE,OFFICIAL_STREET_DIR,PROV_CODE,CSD_ENG_NAME,CSD_FRE_NAME,CSD_TYPE_ENG_CODE,CSD_TYPE_FRE_CODE,MAIL_STREET_NAME,MAIL_STREET_TYPE,MAIL_STREET_DIR,MAIL_MUN_NAME,MAIL_PROV_ABVN,MAIL_POSTAL_CODE,BG_DLS_LSD,BG_DLS_QTR,BG_DLS_SCTN,BG_DLS_TWNSHP,BG_DLS_RNG,BG_DLS_MRD,BG_X,BG_Y,BU_N_CIVIC_ADD,BU_USE
0,ffb361de-2359-4e61-b7f3-466e63522611,e50abcf9-0194-444d-8123-541460c6af51,,122,,Sikyea Tili,,,61,Yellowknife,Yellowknife,CY,CY,SIKYEA TILI,,,YELLOWKNIFE,NT,X1A0A7,,,,,,,5098944.377,3097560.7908,,1
1,b81dfeaf-737c-44ca-8c68-f9f616e44882,bb73db0a-c726-4298-a048-6d33fe8621e5,310,46,,Woodland,DR,,61,Hay River,Hay River,T,T,WOODLAND,DR,,HAY RIVER,NT,X0E0R8,,,,,,,4965581.731,2956382.0135,,1
2,b0c8b167-068a-4aa4-ad3d-9e34f9d02b47,95b19ce7-f287-4b8c-b68e-e7675fb928e1,,214,,Woolgar,AVE,,61,Yellowknife,Yellowknife,CY,CY,WOOLGAR,AVE,,YELLOWKNIFE,NT,X1A2Y8,,,,,,,5094528.3707,3095354.8723,,1
3,e6ae9361-17b4-4ff3-b837-12c015b815f8,3fb92085-8f0a-4d0a-b56a-595f8130c521,,1172,,Gitzel,ST,,61,Yellowknife,Yellowknife,CY,CY,GITZEL,ST,,YELLOWKNIFE,NT,X1A2C8,,,,,,,5095737.0249,3095854.059,,1
4,85d7176b-244b-444f-ae5c-a6f41ee7707b,ebacea5d-239e-47cc-8c39-f47a8de787d9,,18,,Cameron,CRES,,61,Hay River,Hay River,T,T,CAMERON,CRES,,HAY RIVER,NT,X0E0R7,,,,,,,4966179.686,2956861.3628,,2
5,33f788a5-8879-4456-ae7f-548d3bccd808,efc0f537-980a-4077-beb9-e98e0e00bb41,114,490,,Range Lake,RD,,61,Yellowknife,Yellowknife,CY,CY,RANGE LAKE,RD,,YELLOWKNIFE,NT,X1A3G4,,,,,,,5094337.7437,3095730.7113,,1
6,883a240b-a1c0-45b4-9998-d5b0a4d073b2,4560dc09-4c1d-4cc7-badf-50a553c0ae12,,111,,Grace Lake,BLVD,,61,Yellowknife,Yellowknife,CY,CY,GRACE LAKE,BLVD,,YELLOWKNIFE,NT,X1A0G3,,,,,,,,,,3
7,29ff284f-0746-4ed5-9b0a-ba824197497c,cc05b41c-2d22-4ff9-8910-00760bf5484b,605,5310,,44,ST,,61,Yellowknife,Yellowknife,CY,CY,44,ST,,YELLOWKNIFE,NT,X1A1K3,,,,,,,5097203.0073,3095743.5808,,1
8,f596045f-da29-4a1b-97b7-f1ba642b9be4,cada2c6a-1065-4e80-be96-5c82d608057f,,31,,Balsam,DR,,61,Hay River,Hay River,T,T,BALSAM,DR,,HAY RIVER,NT,X0E0R5,,,,,,,,,,1
9,0b998655-8c93-44c6-b2e9-f770b6523fdf,77e01b92-88da-4249-ae02-e6de7dc25bf5,LOT#180 GREY WITH WHITE/BLUE TRIM. 1 FLOOR. 1 WINDOW.,10529,,Antoine,DR,,61,Fort Simpson,Fort Simpson,VL,VL,,,,FORT SIMPSON,NT,X0E0N0,,,,,,,4747139.9878,3178623.2243,PO BOX 678,1
10,a186a53b-16cd-4bcd-88f4-f98b2322eff6,47b263ac-240e-4f75-9a74-e16244c7144d,,6,,Glick,CRT,,61,Yellowknife,Yellowknife,CY,CY,GLICK,CRT,,YELLOWKNIFE,NT,X1A3K6,,,,,,,5094052.538,3095715.8392,,2
11,1420168e-a6f6-44d2-9878-931eec80e534,7375c894-557c-4647-b240-09e858dbcbcd,,132,,Arden,AVE,,61,Yellowknife,Yellowknife,CY,CY,ARDEN,AVE,,YELLOWKNIFE,NT,X1A3G8,,,,,,,5093649.6701,3095918.2189,,1
12,454f3eae-21d2-4fb0-98bc-7127c5ceb1d6,67f74132-e864-46ee-a965-5ae0f345e941,,12,B,Con,PL,,61,Yellowknife,Yellowknife,CY,CY,CON,PL,,YELLOWKNIFE,NT,X1A3K2,,,,,,,5096812.6082,3094466.8742,,2
13,5f178bef-944f-4e34-a922-cb72239b0853,f9fe7f21-9556-4920-8d21-40be24f630d0,B303,900,,Lanky,CRT,,61,Yellowknife,Yellowknife,CY,CY,LANKY,CRT,,YELLOWKNIFE,NT,X1A2G4,,,,,,,5095472.9369,3095468.8674,,1
14,382af6fd-a9ea-4017-a49e-ec96674aab25,4869a357-32c2-449e-9cd0-31c7b8881dc8,LOT#14 BLOCK#21,220,,Mbehcho Maldi Tili,,,61,Behchokò,Behchokò,CG,CG,,,,BEHCHOKO,NT,X0E0Y0,,,,,,,5032753.6115,3163977.9215,PO BOX 406,1
15,cd3039f9-fd84-4670-a551-d850bb82f4e2,39cb4616-466c-411e-81fd-1adbe9896242,,7,,Heal,CRT,,61,Yellowknife,Yellowknife,CY,CY,HEAL,CRT,,YELLOWKNIFE,NT,X1A3H6,,,,,,,5093598.2185,3095829.1772,,1
