,LOC_GUID,ADDR_GUID,APT_NO_LABEL,CIVIC_NO,CIVIC_NO_SUFFIX,OFFICIAL_STREET_NAME,OFFICIAL_STREET_TYPE,OFFICIAL_STREET_DIR,PROV_CODE,CSD_ENG_NAME,CSD_FRE_NAME,CSD_TYPE_ENG_CODE,CSD_TYPE_FRE_CODE,MAIL_STREET_NAME,MAIL_STREET_TYPE,MAIL_STREET_DIR,MAIL_MUN_NAME,MAIL_PROV_ABVN,MAIL_POSTAL_CODE,BG_DLS_LSD,BG_DLS_QTR,BG_DLS_SCTN,BG_DLS_TWNSHP,BG_DLS_RNG,BG_DLS_MRD,BG_X,BG_Y,BU_N_CIVIC_ADD,BU_USE
0,7a8686b6-c69e-400d-a730-669b8ea70137,fcdc0129-98d1-473b-83f1-8bb572374984,,17,,Huyck,DR,,35,Arnprior,Arnprior,T,T,HUYCK,DR,,ARNPRIOR,ON,K7S3W7,,,,,,,7419587.5124,1178807.4919,,1
1,6973df02-06ae-4c55-9ac7-385de5ffaa14,9628146b-c28b-4786-99ef-7130e68494fc,,477,B,Kingscourt,DR,,35,Waterloo,Waterloo,CY,CY,KINGSCOURT,DR,,WATERLOO,ON,N2K2X9,,,,,,,7135557.2825,893457.78906,,1
2,0ed063e2-4f85-40b8-9984-5fd6a8e62d0b,72dac3ea-db53-4366-9b37-fef1155f62fc,,830,,Snap Hook,CRES,,35,Ottawa,Ottawa,CV,CV,SNAP HOOK,CRES,,NEPEAN,ON,K2J6V7,,,,,,,7471292.8996,1170950.194,,1
3,68d85fe6-faac-493d-807f-f6fddf183396,22423a30-684c-4071-91ae-25b472bbe92b,,142,,Symington,AVE,,35,Toronto,Toronto,C,C,SYMINGTON,AVE,,TORONTO,ON,M6P3W4,,,,,,,7219267.9412,928474.2904,,2
4,6c577d01-04c7-4f23-b26b-e38c888c70f5,015c9f26-f5a5-4d8f-b852-d806d29ef8f5,610,12,,Thorncliffe Park,DR,,35,Toronto,Toronto,C,C,THORNCLIFFE PARK,DR,,EAST YORK,ON,M4H1N8,,,,,,,7226464.3347,934988.30471,,1
5,793bfcc5-b143-4cd1-8a7a-f91d28b3a926,a55bf3df-a923-4dc4-a875-e09e0d3a8e92,3,385,,Mary,ST,N,35,Oshawa,Oshawa,CY,CY,MARY,ST,N,OSHAWA,ON,L1G5C9,,,,,,,7260880.2824,965621.22607,,1
6,56fab3fc-903d-45d0-8e99-133a90445ba2,57369a08-59fd-4eb1-b7cf-c0b40c81e202,,29,,Northview,RD,,35,Ottawa,Ottawa,CV,CV,NORTHVIEW,RD,,NEPEAN,ON,K2E6A6,,,,,,,7470588.8139,1183583.2068,,2
7,fe26e97e-b337-45a5-b2bb-1e4a0a954c9e,8bfa767a-c529-4d0e-950e-ccc649f435cf,,228,,Glengarry,RD,,35,Kingston,Kingston,CY,CY,GLENGARRY,RD,,KINGSTON,ON,K7M3J4,,,,,,,7439264.9324,1046124.5114,,2
8,8756fe1a-f50f-4ec5-bcf5-d42dd5c24b53,2b4a0947-b54a-459b-b0e9-364d832e03d5,,1152,,Albion,RD,,35,Toronto,Toronto,C,C,ALBION,RD,,ETOBICOKE,ON,M9V1A8,,,,,,,7208016.5778,935190.1674,,2
9,2e6a13d6-08c2-4176-b23b-3d9f2c89fbff,42f92b08-4366-431a-85cf-d7fbb27f2a27,,1170,,Davenport,RD,,35,Toronto,Toronto,C,C,DAVENPORT,RD,,TORONTO,ON,M6H2G5,,,,,,,7220379.5805,930321.4362,,2
