,LOC_GUID,ADDR_GUID,APT_NO_LABEL,CIVIC_NO,CIVIC_NO_SUFFIX,OFFICIAL_STREET_NAME,OFFICIAL_STREET_TYPE,OFFICIAL_STREET_DIR,PROV_CODE,CSD_ENG_NAME,CSD_FRE_NAME,CSD_TYPE_ENG_CODE,CSD_TYPE_FRE_CODE,MAIL_STREET_NAME,MAIL_STREET_TYPE,MAIL_STREET_DIR,MAIL_MUN_NAME,MAIL_PROV_ABVN,MAIL_POSTAL_CODE,BG_DLS_LSD,BG_DLS_QTR,BG_DLS_SCTN,BG_DLS_TWNSHP,BG_DLS_RNG,BG_DLS_MRD,BG_X,BG_Y,BU_N_CIVIC_ADD,BU_USE
0,e568ae62-a7f7-4fae-9a7e-662a1f821092,09febb4d-685f-4989-814d-b3ec8235c1a7,404,800,,Yankee Valley,BLVD,SE,48,Airdrie,Airdrie,CY,CY,YANKEE VALLEY,BLVD,SE,AIRDRIE,AB,T4A2L1,,SE,3.0,27.0,29.0,W4,4699181.0388,1944408.7096,,2
1,9d66a940-9ab2-4509-a0ab-363720c6697c,3956e627-82e6-41ae-970e-ec6413704040,,4940,,48,ST,,48,Hardisty,Hardisty,T,T,,,,HARDISTY,AB,T0B1V0,,SW,6.0,43.0,9.0,W4,4921853.3952,2031805.7637,,1
2,6efd6d2a-7e7e-4e51-8135-9abf446319d1,414bbddf-696c-4e7e-b035-759f8e28dbc5,209,85,,Terrace Heights,DR,,48,Lacombe,Lacombe,CY,CY,TERRACE HEIGHTS,DR,,LACOMBE,AB,T4L0C5,,NW,32.0,40.0,26.0,W4,4762338.5231,2063689.4439,,1
3,cb59288a-2680-49cf-a06b-68567410390a,70e159b8-95af-45b7-9640-3a84c31f254f,,12,,Highwood,PL,,48,Strathcona County,Strathcona County,SM,SM,HIGHWOOD,PL,,SHERWOOD PARK,AB,T8A0L5,,SW,26.0,52.0,23.0,W4,4826489.8337,2160751.6366,,2
4,276cec8d-e50e-47a9-8ddd-966cc6df51d1,84b79037-b6a8-444f-8e96-00757903dc09,,6910,,Johnnie Caine,WAY,NW,48,Edmonton,Edmonton,CY,CY,JOHNNIE CAINE,WAY,NW,EDMONTON,AB,T5E6W4,,,,,,,,,,1
5,eb363fd6-3cf7-4cbc-b8ce-00dd98f576a6,d19941f2-6a27-4d3e-9ad9-29cddc7125fc,,6916,,Johnnie Caine,WAY,NW,48,Edmonton,Edmonton,CY,CY,JOHNNIE CAINE,WAY,NW,EDMONTON,AB,T5E6W4,,,,,,,,,,2
6,64685261-8469-403c-8bf8-171b5ea63b9e,1dd02314-0e35-44dc-a22b-51ad2fc2243e,,2311,,Kaasa East,RD,NW,48,Edmonton,Edmonton,CY,CY,KAASA ROAD EAST,,NW,EDMONTON,AB,T6L7E1,,NE,1.0,52.0,24.0,W4,4818234.5257,2158278.9696,,1
7,e082b187-557b-4071-98f8-82f5bb7ae5de,dd641a57-dae4-484e-9821-e788b994e711,,303,,Manora,RD,NE,48,Calgary,Calgary,CY,CY,MANORA,RD,NE,CALGARY,AB,T2A4R7,,NW,23.0,24.0,29.0,W4,4694145.7683,1921740.0804,,2
8,bc18936e-f3ee-406c-b27c-56856005e575,a530317a-8e2a-49cd-bea2-757673044010,802,11111,,82,AVE,NW,48,Edmonton,Edmonton,CY,CY,82,AVE,NW,EDMONTON,AB,T6G0T3,,SE,30.0,52.0,24.0,W4,4812609.2768,2166069.8647,,1
9,d2af2588-47a6-4551-b406-1074f497fb29,54ab6eb7-36f0-4f59-bbc7-063efe8b2417,,160,,Maunsell,CLOSE,NE,48,Calgary,Calgary,CY,CY,MAUNSELL,CLOSE,NE,CALGARY,AB,T2E7C2,,SE,24.0,24.0,1.0,W5,4690590.7709,1922486.9647,,1
10,c41a4d50-4d17-4172-a3cf-2ce809a21b30,8a2f2f1a-6b4a-43fd-ae44-74f4e0566673,416,1410,,9,AVE,SE,48,Calgary,Calgary,CY,CY,9,AVE,SE,CALGARY,AB,T2G0T5,,SE,14.0,24.0,1.0,W5,4688012.9528,1921174.6659,,1
11,a1db18de-fcbe-4168-b2ab-15bd5b6098aa,9d58ffaa-5c64-4f4c-a074-ef89adab8240,,6644,,42,AVE,,48,Beaumont,Beaumont,CY,CY,42,AVE,,BEAUMONT,AB,T4X3E8,,,,,,,4811255.2656,2146691.4979,,1
12,a131e5f1-eab0-4dea-abf8-f30317e6b3b4,962f23e1-b96b-485a-aa70-19ee2b3c9cdf,,81,,Sage Hill,CRT,NW,48,Calgary,Calgary,CY,CY,SAGE HILL,CRT,NW,CALGARY,AB,T3R0H2,,NE,36.0,25.0,2.0,W5,4685760.8235,1938022.9595,,1
13,9254e6b7-13b0-4e51-a9ac-8c605fb1c3b8,e0409f8e-2296-4dfd-bbbd-09adf12ab979,4B,1322,,1,AVE,,48,Canmore,Canmore,T,T,1,AVE,,CANMORE,AB,T1W1M4,,,,,,,4604048.3979,1959136.9502,,1
14,405fdd0a-c412-459f-8f15-0b4912ef25b2,70a9d170-1b68-41b0-b635-3964387986b0,,263,,Falton,DR,NE,48,Calgary,Calgary,CY,CY,FALTON,DR,NE,CALGARY,AB,T3J2W8,,NE,2.0,25.0,29.0,W4,4696382.1233,1926118.8882,,1
15,ea6bd8c0-71a9-4643-826f-013d17d4c354,2455142e-89ca-4b9a-a1b5-1ffea7e791b2,,234208,,Range Road 270A,,,48,Rocky View County,Rocky View County,MD,MD,RGE RD 270A,,,ROCKY VIEW COUNTY,AB,T1X3G8,,,,,,,4712045.7648,1906822.9205,,1
16,baf01360-7179-44c7-90b8-6d7e801c55c1,d85bdb03-001c-4f76-9858-661cef87c792,,16042,,95,AVE,NW,48,Edmonton,Edmonton,CY,CY,95,AVE,NW,EDMONTON,AB,T5P0A7,,SE,34.0,52.0,25.0,W4,4808033.7899,2169299.6695,,2
17,657092ed-966d-4263-a878-aca960a3e459,6de86c7d-a962-424a-8f13-fec0069c999b,,6022,,90B,ST,,48,Grande Prairie,Grande Prairie,CY,CY,90B,ST,,GRANDE PRAIRIE,AB,T8W2N5,,NW,7.0,71.0,5.0,W6,4567262.2751,2455042.3623,,2
18,07f9e685-f372-42a8-bf76-11d45427adc3,16acdb2c-362c-46e7-8332-12ddcd7ce4b7,,802,,Briarwood,RD,,48,Strathmore,Strathmore,T,T,BRIARWOOD,RD,,STRATHMORE,AB,T1P1E2,,SW,23.0,24.0,25.0,W4,4730240.1018,1908249.9871,,1
19,a552ee36-f680-44a4-8f59-7b643f1ffb18,b930ba1d-f77d-46a4-8265-291a328e0f2d,,5508,,6,AVE,SW,48,Edmonton,Edmonton,CY,CY,6,AVE,SW,EDMONTON,AB,T6X1R9,,SE,26.0,51.0,24.0,W4,4814919.9445,2154719.5692,,1
20,989a5540-c8e1-4883-bd4d-a4bd05b17a85,3fdd7f2d-6023-448e-831b-e81deb6f60d7,,565051,,Range Road 204,,,48,Lamont County,Lamont County,MD,MD,,,,BRUDERHEIM,AB,T0B0S0,,NW,33.0,56.0,20.0,W4,4862332.6254,2191381.8874,,1
21,a6ab364c-c1e1-4ee4-bffd-d12748282d50,0565373b-a0fd-4b14-a50e-28166d3c9212,1,188,,St James,BLVD,N,48,Lethbridge,Lethbridge,CY,CY,ST JAMES,BLVD,N,LETHBRIDGE,AB,T1H6M3,,NE,7.0,9.0,21.0,W4,4719749.8182,1755714.0014,,1
